"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"354","Mark Fistric","ANA, EDM","D","68","1040.1833333333","0","11","7","4","11","26.19","31","0.00","1.33","87","63","22","4","2","6","64","28","27","0","1","16","24","15","261","101","120","0","0","-"
"507","Jesse Joensuu","EDM, NYI","L","69","675.03333333333","5","6","3","3","11","84.62","74","6.76","7.99","123","102","68","35","3","10","36","18","18","0","0","9","25","28","112","91","27","0","5","0.00"
"548","Kevin Westgarth","CAR, CGY","R","79","489.05","6","5","4","1","11","73.33","47","12.77","5.35","87","70","44","30","2","8","113","33","19","13","1","19","19","12","73","49","11","1","7","12.50"
"604","TJ Brennan","BUF, FLA, TOR","D","35","584.83333333333","3","8","4","4","11","45.83","53","5.66","3.15","130","88","28","4","5","7","17","7","6","1","0","14","13","13","33","59","37","0","0","-"
"688","Brandon McMillan","ANA, ARI, PHX, VAN","L","86","936.46666666667","3","8","1","7","11","61.11","88","3.41","9.5","160","126","101","47","5","11","22","11","11","0","0","22","4","21","145","159","31","29","34","46.03"
"851","Martin Marincin","EDM","D","85","1607.6833333333","1","10","5","5","11","22.45","66","1.52","3.31","190","114","54","10","7","9","32","16","16","0","0","6","71","33","34","64","119","1","0","100.00"
"1137","Christian Folin","MIN","D","41","627.43333333333","2","9","6","3","11","36.67","39","5.13","1.25","86","57","16","1","1","4","13","5","4","1","0","5","16","9","47","81","42","0","0","-"
"34","Filip Kuba","FLA","D","44","933.83333333333","1","9","4","5","10","32.26","50","2.00","2.24","82","66","16","4","2","7","24","12","12","0","0","5","17","14","37","40","69","0","0","-"
"87","John Erskine","WSH","D","67","1130.9666666667","4","6","3","3","10","21.74","70","5.71","2.16","145","92","16","2","0","9","90","31","25","4","2","17","40","8","155","80","128","0","0","-"
"235","Joakim Lindstrom","STL, TOR","C","53","576.4","4","6","3","3","10","76.92","61","6.56","5.97","118","84","62","18","1","4","12","6","6","0","0","9","13","20","14","63","5","7","16","30.43"
"331","Troy Bodie","TOR","R","52","428.83333333333","3","7","3","4","10","66.67","51","5.88","3.13","85","71","36","9","2","3","31","8","3","5","0","13","7","6","68","78","19","2","5","28.57"
"379","Kevin Porter","BUF","C","43","611.58333333333","4","6","5","1","10","76.92","40","10.00","3.55","74","55","46","21","5","3","12","6","6","0","0","11","10","26","80","50","22","127","197","39.20"
"411","Guillaume Latendresse","OTT","L","27","399.61666666667","6","4","3","1","10","52.63","53","11.32","6.86","98","74","61","30","4","5","8","4","4","0","0","2","7","14","42","22","8","0","4","0.00"
"462","Tim Kennedy","PHX, S.J","L","50","611.81666666667","4","6","4","2","10","62.50","66","6.06","6.46","101","82","65","37","3","9","6","3","3","0","0","9","17","24","84","79","25","21","38","35.59"
"518","Cory Emmerton","DET","C","66","680.1","5","5","2","3","10","71.43","77","6.49","6.06","115","96","62","31","4","4","8","4","4","0","0","6","3","14","35","57","31","245","275","47.12"
"573","Eric Tangradi","MTL, PIT, WPG","L","103","942.98333333333","4","6","4","2","10","50.00","105","3.81","10.51","184","150","107","52","8","10","60","16","10","4","2","16","22","18","204","105","43","4","2","66.67"
"611","Dustin Jeffrey","DAL, PIT","L","58","601.73333333333","5","5","2","3","10","66.67","56","8.93","5.66","107","83","64","26","3","5","4","2","2","0","0","6","10","11","12","26","10","149","166","47.30"
"623","Keaton Ellerby","FLA, L.A, WPG","D","96","1363.2166666667","2","8","3","5","10","22.22","56","3.57","2.19","153","88","33","5","2","8","54","20","17","2","1","21","71","18","151","205","90","0","0","-"
"664","Cody Goloubef","CBJ","D","52","772.41666666667","1","9","5","4","10","37.04","41","2.44","1.62","90","67","14","2","1","8","21","9","8","1","0","3","15","3","57","56","46","0","0","-"
"802","Michael Latta","WSH","C","70","575.13333333333","1","9","7","2","10","62.50","30","3.33","2.43","63","44","32","10","3","4","80","17","5","10","2","19","13","18","105","78","16","220","230","48.89"
"890","Alexander Burmistrov","WPG","C","44","688.15","4","6","3","3","10","55.56","55","7.27","5.97","113","81","61","27","5","6","14","7","7","0","0","14","17","22","106","50","16","142","159","47.18"
"949","Jyrki Jokipakka","DAL","D","51","842.05","0","10","4","6","10","27.78","40","0.00","2.14","101","63","30","4","0","8","8","4","4","0","0","1","37","16","42","92","66","0","0","-"
"1015","Jamie Oleksiak","DAL","D","59","844.23333333333","1","9","3","6","10","27.03","52","1.92","2.44","104","74","25","4","0","5","24","8","7","0","1","8","37","12","130","81","78","0","0","-"
"1029","Seth Griffith","BOS","C","30","403.3","6","4","1","3","10","66.67","33","18.18","3.36","69","53","37","13","2","1","6","3","3","0","0","2","6","12","14","41","13","3","6","33.33"
"1043","Matt Tennyson","S.J","D","31","537.16666666667","2","8","3","5","10","52.63","45","4.44","2.39","102","77","18","4","3","3","18","8","8","0","0","1","20","11","52","88","36","0","0","-"
"1088","Jayson Megna","PIT","C","48","509.86666666667","5","5","3","2","10","62.50","49","10.20","4.24","87","65","47","25","3","6","20","10","10","0","0","11","8","10","87","55","21","2","8","20.00"
"1095","Nate Schmidt","WSH","D","68","1083.7","3","7","1","6","10","24.39","81","3.70","3.19","164","108","36","6","3","10","16","8","8","0","0","11","34","21","52","91","68","0","0","-"
"94","Alexei Ponikarovsky","N.J, WPG","L","42","552.66666666667","4","5","2","3","9","52.94","51","7.84","5.2","101","81","64","31","5","3","14","7","7","0","0","4","7","4","81","36","15","2","5","28.57"
"210","Marc-Andre Bergeron","CAR, T.B","D","25","344.13333333333","1","8","3","5","9","45.00","43","2.33","1.97","96","62","19","1","0","8","9","3","2","1","0","4","11","7","16","22","19","0","0","-"
"232","Joni Pitkanen","CAR","D","22","501.98333333333","1","8","5","3","9","40.91","34","2.94","1.36","73","48","15","2","0","1","12","6","6","0","0","3","12","11","16","38","34","0","0","-"
"301","Colin Fraser","L.A, STL","C","68","619.91666666667","2","7","6","1","9","81.82","42","4.76","4.62","82","61","39","23","2","6","55","20","15","5","0","22","8","9","130","63","32","165","176","48.39"
"309","Corey Potter","BOS, CGY, EDM","D","58","895.61666666667","3","6","4","2","9","24.32","55","5.45","2.31","115","78","35","3","0","7","27","8","6","1","1","11","30","15","76","65","59","0","0","-"
"351","Wojtek Wolski","WSH","L","27","360.45","4","5","4","1","9","60.00","49","8.16","4.66","80","68","53","30","2","2","6","3","3","0","0","1","13","12","5","21","9","1","4","20.00"
"391","Lennart Petrell","EDM","L","35","403.58333333333","3","6","2","4","9","90.00","23","13.04","2.09","46","35","26","9","4","2","4","2","2","0","0","1","8","5","63","34","22","3","10","23.08"
"401","Adam Cracknell","CBJ, STL","R","56","496.83333333333","2","7","4","3","9","69.23","54","3.70","4.26","96","78","40","22","0","7","6","3","3","0","0","6","4","14","98","76","21","36","74","32.73"
"519","Korbinian Holzer","TOR","D","56","988.65","2","7","6","1","9","25.00","48","4.17","1.73","81","66","14","5","4","9","53","14","9","3","2","10","41","14","178","120","107","0","0","-"
"543","Ryan Wilson","COL","D","43","666.31666666667","0","9","2","7","9","31.03","49","0.00","1.86","103","66","32","3","3","7","20","10","10","0","0","7","18","10","76","44","32","0","1","0.00"
"575","Aaron Palushaj","CAR, COL","R","27","301.53333333333","2","7","3","4","9","64.29","31","6.45","2.07","53","41","23","12","1","3","8","4","4","0","0","9","6","8","35","35","13","2","7","22.22"
"583","Keith Aulie","EDM, T.B","D","91","1167.6166666667","2","7","3","4","9","20.45","68","2.94","2.4","153","97","29","6","2","5","135","43","30","11","2","22","21","9","167","151","94","0","0","-"
"589","Anthony Peluso","WPG","R","107","619.01666666667","3","6","5","1","9","47.37","51","5.88","5.91","78","67","48","30","4","6","165","41","20","17","4","29","14","11","192","82","8","1","3","25.00"
"619","Jonathon Blum","MIN, NSH","D","54","714.91666666667","1","8","5","3","9","45.00","40","2.50","2.68","84","57","26","6","1","8","8","4","4","0","0","3","15","11","43","48","59","0","0","-"
"990","Brett Ritchie","DAL","R","31","433.56666666667","6","3","1","2","9","47.37","78","7.69","7.95","139","107","81","42","2","11","12","6","6","0","0","7","10","9","89","37","5","1","3","25.00"
"1067","Teuvo Teravainen","CHI","L","37","476.95","4","5","4","1","9","56.25","70","5.71","4.69","110","83","61","20","3","7","2","1","1","0","0","4","16","15","12","30","14","42","45","48.28"
"1147","Leon Draisaitl","EDM","C","37","469.73333333333","2","7","6","1","9","60.00","49","4.08","4.9","77","67","44","21","0","7","4","2","2","0","0","9","16","14","21","45","8","128","187","40.63"
"5","Mike Knuble","PHI","R","28","361.75","4","4","3","1","8","57.14","31","12.90","2.73","55","42","31","15","1","4","20","9","9","0","0","2","3","3","25","25","11","4","3","57.14"
"24","Bryce Salvador","N.J","D","94","1921.1","1","7","7","0","8","18.18","66","1.52","2.18","179","97","35","2","2","9","71","31","28","3","0","19","50","24","105","163","148","0","0","-"
"43","Steve Begin","CGY","L","36","287.76666666667","4","4","0","4","8","61.54","31","12.90","2.96","58","49","35","17","3","4","22","5","1","4","0","7","7","4","62","15","21","57","60","48.72"
"125","Douglas Murray","MTL, PIT, S.J","D","96","1516.85","1","7","1","6","8","26.67","53","1.89","2.08","151","91","24","2","1","6","77","23","16","5","2","14","27","15","233","164","213","0","0","-"
"159","Matthew Lombardi","ANA, PHX","C","28","390.93333333333","4","4","2","2","8","57.14","44","9.09","3.75","77","55","41","17","2","2","8","4","4","0","0","2","8","7","24","36","14","105","131","44.49"
"216","Sheldon Brookbank","CHI","D","74","950.11666666667","3","5","5","0","8","25.81","68","4.41","3.43","147","102","25","9","0","7","73","22","14","7","1","16","35","15","92","135","72","0","1","0.00"
"217","Matt Ellis","BUF","L","95","835.38333333333","5","3","3","0","8","57.14","107","4.67","6.63","151","134","74","38","5","4","8","4","4","0","0","5","7","29","47","75","43","184","223","45.21"
"328","Shane O'Brien","CGY, COL, FLA","D","82","1062.1333333333","0","8","4","4","8","21.05","48","0.00","2.23","128","74","18","3","2","8","123","37","29","3","5","16","23","12","134","68","86","0","0","-"
"396","Brandon Yip","NSH, PHX","R","36","423.11666666667","3","5","3","2","8","61.54","36","8.33","2.43","55","48","22","13","4","2","26","10","8","2","0","8","12","7","52","28","8","8","13","38.10"
"669","Eric O'Dell","WPG","C","41","372.48333333333","3","5","1","4","8","61.54","23","13.04","2.7","46","40","25","14","0","2","29","9","7","1","1","8","8","23","45","43","12","96","101","48.73"
"808","Roman Horak","CGY, EDM","C","23","318.8","3","5","3","2","8","66.67","30","10.00","2.69","50","41","33","13","3","0","2","1","1","0","0","2","5","12","18","19","17","97","114","45.97"
"813","Ben Chiarot","WPG","D","41","691.7","2","6","4","2","8","32.00","37","5.41","1.44","88","54","21","2","1","6","22","8","6","2","0","5","25","9","73","90","51","0","0","-"
"901","Teemu Pulkkinen","DET","L","34","378.15","5","3","1","2","8","47.06","71","7.04","5.43","143","101","53","13","2","4","12","6","6","0","0","1","4","2","5","32","4","0","0","-"
"978","Reid Boucher","N.J","C","34","383.7","3","5","4","1","8","66.67","47","6.38","4.49","90","73","54","14","4","0","4","2","2","0","0","5","4","13","26","43","10","1","2","33.33"
"27","Wade Redden","BOS, STL","D","29","437.13333333333","3","4","2","2","7","33.33","28","10.71","1.41","68","46","17","1","1","4","11","4","3","1","0","2","5","7","16","40","30","0","0","-"
"178","David Steckel","ANA, TOR","C","40","380.05","1","6","4","2","7","77.78","31","3.23","2.91","49","43","25","14","3","1","4","2","2","0","0","3","8","7","56","36","24","219","170","56.30"
"386","Mike Brown","EDM, S.J, TOR","R","107","792.2","3","4","3","1","7","46.67","74","4.05","6.47","149","114","77","30","4","5","239","59","27","27","5","49","11","15","275","83","35","11","7","61.11"
"478","Chris Conner","PHX, PIT, WSH","R","33","377.71666666667","5","2","1","1","7","50.00","35","14.29","3.89","63","50","41","26","5","2","8","4","4","0","0","6","3","12","36","76","15","0","3","0.00"
"561","Luke Gazdic","EDM","L","107","684.31666666667","4","3","1","2","7","53.85","56","7.14","3.76","97","77","46","24","5","7","170","40","15","22","3","36","18","7","179","77","37","3","0","100.00"
"563","Justin Falk","CBJ, MIN, NYR","D","75","920.68333333333","1","6","1","5","7","29.17","55","1.82","1.84","124","77","28","2","2","7","74","25","17","8","0","19","22","8","104","94","86","0","0","-"
"637","Davis Drewiske","L.A, MTL","D","29","440.73333333333","2","5","2","3","7","46.67","28","7.14","1.24","74","44","16","3","0","7","14","7","7","0","0","2","12","1","21","63","35","1","0","100.00"
"640","Chris Mueller","DAL, NSH, NYR","C","34","349.11666666667","3","4","1","3","7","53.85","40","7.50","4.35","64","51","44","20","1","3","6","3","3","0","0","3","4","7","28","42","20","159","144","52.48"
"689","Tomas Kundratek","WSH","D","25","403.63333333333","1","6","3","3","7","46.67","23","4.35","1.72","63","35","20","4","0","5","8","4","4","0","0","5","10","5","21","53","23","0","0","-"
"696","James Wright","WPG","C","97","1005.9333333333","2","5","2","3","7","28.00","73","2.74","6.82","134","98","66","37","11","10","46","13","8","4","1","23","23","34","106","103","37","148","167","46.98"
"823","Phil Varone","BUF","C","37","479.1","4","3","2","1","7","70.00","43","9.30","4.16","66","55","47","24","1","1","14","7","7","0","0","2","15","8","37","33","24","173","209","45.29"
"829","Craig Cunningham","ARI, BOS","L","53","553.1","3","4","3","1","7","70.00","58","5.17","4.47","80","70","42","26","6","7","4","2","2","0","0","4","2","8","108","56","31","72","71","50.35"
"953","Nikita Nesterov","T.B","D","27","433.46666666667","2","5","1","4","7","25.00","44","4.55","2.4","83","62","20","8","1","3","16","8","8","0","0","4","14","16","42","25","17","0","0","-"
"974","Nick Shore","L.A","C","34","376.95","1","6","2","4","7","63.64","33","3.03","2.6","57","49","19","9","0","3","10","5","5","0","0","7","2","8","51","44","14","127","109","53.81"
"1068","Derrick Pouliot","PIT","D","34","596.58333333333","2","5","3","2","7","35.00","56","3.57","3.3","114","76","34","8","4","5","4","2","2","0","0","3","18","11","15","39","20","0","0","-"
"1101","Anton Belov","EDM","D","57","951","1","6","2","4","7","18.92","54","1.85","2.37","132","79","26","3","0","5","34","13","12","0","1","6","46","7","103","51","75","0","0","-"
"1103","Anthony Duclair","NYR","L","18","218.81666666667","1","6","4","2","7","77.78","18","5.56","2.18","36","26","28","17","1","1","4","2","2","0","0","4","6","5","6","32","5","0","0","-"
"18","Ed Jovanovski","FLA","D","43","692.26666666667","1","5","2","3","6","25.00","50","2.00","2.02","99","65","15","2","1","4","39","14","12","1","1","6","18","9","37","36","50","0","0","-"
"26","Eric Boulton","NYI","L","48","304.5","4","2","1","1","6","100.00","35","11.43","2.95","57","44","28","15","2","6","134","34","17","14","3","22","6","3","65","39","16","0","0","-"
"47","Toni Lydman","ANA","D","35","678.55","0","6","3","3","6","28.57","28","0.00","1.73","61","41","19","3","2","5","12","6","6","0","0","0","19","6","83","42","76","0","0","-"
