"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"605","Chris Bourque","PIT, WSH","L","21","201.16666666667","0","3","2","1","3","60.00","21","0.00","1.72","38","29","16","5","0","1","10","5","5","0","0","2","3","4","26","20","5","0","0","-"
"636","David Laliberte","PHI","R","11","85.633333333333","2","1","1","0","3","60.00","8","25.00","1.01","19","15","9","6","1","0","6","3","3","0","0","2","0","1","13","8","2","1","0","100.00"
"678","Tim Sestito","N.J","L","63","648.51666666667","0","3","2","1","3","33.33","35","0.00","2.71","71","51","24","14","1","1","18","6","4","2","0","13","16","12","122","64","28","181","211","46.17"
"698","Ryan Parent","PHI, VAN","D","52","764.5","1","2","1","1","3","23.08","30","3.33","1.28","77","47","17","2","1","3","20","10","10","0","0","12","30","10","50","66","49","0","0","-"
"700","Kenndal McArdle","FLA, WPG","L","39","333.38333333333","1","2","2","0","3","60.00","19","5.26","1.28","37","27","14","6","0","2","49","14","7","7","0","13","7","7","86","34","18","1","2","33.33"
"739","Chris VandeVelde","EDM","C","17","256.61666666667","1","2","0","2","3","33.33","17","5.88","1.59","36","27","22","10","3","1","14","6","6","0","0","4","5","8","23","35","15","102","97","51.26"
"777","Brett Festerling","ANA, WPG","D","48","605.46666666667","0","3","0","3","3","15.00","27","0.00","1","65","47","12","0","1","5","17","7","6","1","0","7","9","5","136","68","34","0","0","-"
"852","Chris Summers","PHX","D","23","289.21666666667","0","3","1","2","3","37.50","10","0.00","0.33","35","17","6","0","0","1","15","6","5","1","0","3","3","2","54","40","21","0","0","-"
"862","Frédéric St-Denis","MTL","D","17","246.85","1","2","1","1","3","30.00","11","9.09","0.64","26","14","8","1","1","0","10","5","5","0","0","1","9","6","7","27","21","0","0","-"
"876","Cory Murphy","N.J","D","12","149.26666666667","2","1","1","0","3","42.86","9","22.22","0.45","19","12","6","0","0","2","2","1","1","0","0","2","0","0","3","5","16","0","0","-"
"910","Akim Aliu","CGY","R","2","22.066666666667","2","1","0","1","3","100.00","3","66.67","0.23","4","3","2","1","0","0","12","2","1","0","1","6","1","0","6","2","0","0","0","-"
"920","Johan Harju","T.B","L","10","84.733333333333","1","2","2","0","3","75.00","14","7.14","0.97","22","18","15","5","1","2","2","1","1","0","0","1","1","0","9","6","2","2","3","40.00"
"948","Andreas Thuresson","NSH","R","25","250.13333333333","1","2","0","2","3","100.00","32","3.13","2.09","55","46","20","7","3","2","6","3","3","0","0","3","7","9","50","16","6","3","9","25.00"
"962","Maksim Mayorov","CBJ","L","19","180.83333333333","2","1","1","0","3","100.00","16","12.50","2.35","23","20","14","9","1","1","2","1","1","0","0","1","1","3","25","19","4","0","0","-"
"968","Micheal Haley","NYI","C","43","343.18333333333","2","1","1","0","3","50.00","26","7.69","2.6","48","32","33","13","5","0","151","37","18","15","4","25","6","9","88","28","5","9","18","33.33"
"980","Chris Mueller","NSH","C","19","166.13333333333","0","3","2","1","3","50.00","11","0.00","1.02","18","16","10","4","0","0","2","1","1","0","0","3","1","7","20","13","2","58","58","50.00"
"1008","Philip McRae","STL","C","15","135.55","1","2","1","1","3","150.00","13","7.69","1.19","25","17","12","3","1","1","2","1","1","0","0","2","3","0","8","11","5","34","30","53.13"
"1025","Michael Stone","PHX","D","13","180.48333333333","1","2","2","0","3","27.27","13","7.69","0.6","25","20","5","1","0","2","2","1","1","0","0","1","2","1","16","19","18","0","0","-"
"1052","Ben Smith","CHI","R","19","210.25","3","0","0","0","3","37.50","24","12.50","2.42","31","26","21","15","1","5","0","0","0","0","0","2","1","6","13","32","10","13","9","59.09"
"1114","Jeremy Morin","CHI","L","12","135.45","2","1","1","0","3","37.50","15","13.33","1.76","26","22","15","8","4","1","9","3","2","1","0","2","3","3","16","11","2","0","0","-"
"1139","Aaron Volpatti","VAN","L","38","308.75","2","1","1","0","3","37.50","23","8.70","1.6","47","31","23","7","2","2","53","16","9","7","0","11","4","1","97","56","11","4","0","100.00"
"1148","Christopher Tanev","VAN","D","54","818.03333333333","0","3","1","2","3","9.68","30","0.00","1.32","78","40","24","4","0","4","2","1","1","0","0","6","16","15","20","170","75","0","0","-"
"1152","Brett Bulmer","MIN","R","9","99.283333333333","0","3","0","3","3","100.00","7","0.00","0.41","13","10","7","1","0","1","6","3","3","0","0","3","0","0","17","16","2","0","0","-"
"1155","Jaden Schwartz","STL","L","7","81.816666666667","2","1","0","1","3","75.00","6","33.33","1.05","9","7","6","4","0","1","0","0","0","0","0","1","2","1","1","10","5","1","1","50.00"
"1164","Nino Niederreiter","NYI","R","64","678.68333333333","2","1","1","0","3","50.00","86","2.33","7.73","139","114","83","46","12","9","20","9","9","0","0","10","18","26","145","63","15","0","2","0.00"
"1167","Ryan Garbutt","DAL","C","20","165.65","2","1","1","0","3","60.00","28","7.14","2.3","53","42","24","7","0","2","22","8","6","2","0","5","4","1","48","21","3","12","15","44.44"
"1185","Sven Baertschi","CGY","L","5","55.683333333333","3","0","0","0","3","100.00","10","30.00","0.87","14","11","8","5","1","1","4","2","2","0","0","0","0","3","5","4","0","0","0","-"
"71","Nolan Baumgartner","VAN","D","12","170.48333333333","1","1","0","1","2","18.18","12","8.33","0.6","17","16","5","3","0","0","2","1","1","0","0","1","6","1","10","14","26","0","0","-"
"72","Wade Belak","NSH","R","54","226.46666666667","0","2","2","0","2","50.00","12","0.00","1.48","20","17","13","8","0","3","76","20","8","12","0","15","11","3","50","32","6","0","0","-"
"86","Brad Lukowich","DAL, VAN","D","18","197.16666666667","1","1","0","1","2","18.18","4","25.00","0.19","15","8","2","1","0","1","4","2","2","0","0","1","4","3","17","11","31","0","0","-"
"102","Peter Schaefer","VAN","L","16","154.81666666667","1","1","1","0","2","50.00","10","10.00","1.21","22","14","15","7","0","1","2","1","1","0","0","2","1","8","18","12","7","13","20","39.39"
"119","Josh Green","ANA, EDM","C","19","202.83333333333","1","1","1","0","2","66.67","24","4.17","2.31","42","37","22","16","2","2","13","4","3","1","0","2","1","6","15","15","3","19","25","43.18"
"127","Mark Parrish","BUF, T.B","R","18","266.21666666667","0","2","1","1","2","40.00","10","0.00","0.98","27","20","14","6","0","1","4","2","2","0","0","2","8","1","13","29","15","4","6","40.00"
"165","Kyle Calder","ANA","L","14","197.65","0","2","2","0","2","33.33","20","0.00","2.4","30","28","22","14","1","1","8","4","4","0","0","5","3","2","17","22","4","1","3","25.00"
"207","Jay Leach","MTL, N.J, S.J","D","42","616.3","1","1","1","0","2","8.70","32","3.13","1.6","59","39","19","1","0","3","32","10","6","4","0","8","10","8","25","87","46","0","0","-"
"306","David Koci","COL","L","78","274.25","2","0","0","0","2","33.33","15","13.33","1.37","24","18","13","7","1","0","164","36","12","20","4","25","8","1","61","22","7","0","0","-"
"352","Nathan Paetsch","BUF, CBJ","D","21","218.61666666667","1","1","0","1","2","33.33","17","5.88","1.2","33","23","14","4","0","2","12","6","6","0","0","3","7","0","7","12","10","0","0","-"
"408","Paul Ranger","T.B","D","8","162.56666666667","1","1","0","1","2","50.00","11","9.09","0.4","21","14","6","2","1","1","6","3","3","0","0","0","5","4","5","4","11","0","0","-"
"409","Joe Callahan","FLA, S.J","D","28","438.3","0","2","2","0","2","11.76","21","0.00","0.93","46","33","9","1","0","0","12","6","6","0","0","2","4","1","47","47","40","0","0","-"
"429","Ole-Kristian Tollefsen","PHI","D","18","177.46666666667","0","2","1","1","2","22.22","12","0.00","0.63","27","19","10","2","0","1","23","10","9","1","0","12","12","1","17","34","9","0","0","-"
"443","Kris Newbury","DET, NYR","C","22","159.9","1","1","1","0","2","50.00","11","9.09","0.87","21","16","10","4","0","2","63","16","9","5","2","8","1","3","43","11","4","47","44","51.65"
"453","DJ King","STL, WSH","L","29","151.93333333333","0","2","0","2","2","66.67","12","0.00","0.67","14","12","8","5","0","1","63","15","4","11","0","14","3","5","40","28","2","0","0","-"
"459","Nate Guenin","ANA, CBJ, PIT","D","20","238.73333333333","2","0","0","0","2","20.00","8","25.00","0.36","23","13","4","1","0","0","8","4","4","0","0","1","5","3","47","22","26","0","0","-"
"506","Matt Smaby","T.B","D","65","668.48333333333","0","2","1","1","2","9.09","26","0.00","0.81","60","38","9","1","1","2","44","19","17","2","0","7","22","2","114","55","59","0","0","-"
"513","Stefan Meyer","CGY","L","16","124.01666666667","0","2","1","1","2","40.00","12","0.00","1.22","27","16","13","5","0","0","17","4","1","3","0","10","0","2","24","17","10","7","10","41.18"
"569","Steve MacIntyre","EDM, FLA, PIT","L","68","221.63333333333","0","2","2","0","2","66.67","9","0.00","0.68","20","16","9","4","0","1","123","33","19","11","3","18","10","2","40","19","7","0","0","-"
"591","Boris Valabik","ATL","D","23","304.18333333333","0","2","0","2","2","20.00","22","0.00","0.61","44","27","6","1","0","3","36","12","8","4","0","9","4","5","15","19","20","0","0","-"
"660","Pierre-Luc Letourneau-Leblond","CGY, N.J","R","32","170.55","0","2","1","1","2","66.67","12","0.00","0.9","26","19","11","6","1","1","79","18","7","9","2","15","7","0","51","18","4","1","1","50.00"
"664","Aaron Gagnon","DAL, WPG","C","28","236.96666666667","0","2","0","2","2","66.67","17","0.00","1.79","42","32","22","12","2","0","0","0","0","0","0","0","0","7","17","19","10","56","50","52.83"
"720","Matt Kassian","MIN","L","28","155.03333333333","2","0","0","0","2","66.67","14","14.29","1.26","21","17","12","8","0","1","67","16","6","9","1","17","3","1","38","12","8","0","0","-"
"725","Rich Clune","L.A","L","14","101.96666666667","0","2","1","1","2","100.00","7","0.00","0.41","9","8","2","2","0","0","26","7","3","4","0","10","2","1","23","17","1","2","3","40.00"
"754","Justin Mercier","COL","C","9","64.7","1","1","0","1","2","100.00","5","20.00","0.58","7","5","4","4","0","1","0","0","0","0","0","1","0","4","15","5","1","1","0","100.00"
"765","Ryan Russell","CBJ","L","41","478.75","2","0","0","0","2","33.33","39","5.13","3.44","64","51","35","22","2","1","2","1","1","0","0","2","8","11","37","23","44","0","5","0.00"
"768","Chad Rau","MIN","C","9","98","2","0","0","0","2","100.00","7","28.57","0.77","12","10","10","5","0","3","0","0","0","0","0","0","1","6","2","7","5","35","30","53.85"
"770","Shaun Heshka","PHX","D","8","106.51666666667","0","2","2","0","2","66.67","3","0.00","0.19","7","4","2","1","1","0","4","2","2","0","0","0","2","1","6","15","7","0","0","-"
"772","Mike Duco","FLA, VAN","R","18","142.66666666667","0","2","2","0","2","50.00","10","0.00","0.89","17","13","12","4","0","0","65","13","5","5","3","7","2","2","45","11","5","0","0","-"
"800","Jon Matsumoto","CAR, FLA","C","14","96.966666666667","2","0","0","0","2","100.00","11","18.18","1.09","21","14","12","5","1","3","4","2","2","0","0","1","3","4","13","12","4","31","53","36.90"
"805","Arturs Kulda","ATL, WPG","D","15","168","0","2","1","1","2","20.00","16","0.00","0.3","25","20","1","0","1","0","8","4","4","0","0","4","4","0","26","18","17","0","0","-"
"813","Tomas Kana","CBJ","C","6","52.083333333333","0","2","1","1","2","100.00","4","0.00","0.2","7","5","2","1","0","0","2","1","1","0","0","1","0","0","11","8","1","0","0","-"
"820","Jonas Junland","STL","D","3","51.533333333333","0","2","1","1","2","66.67","7","0.00","0.54","10","9","4","1","0","1","0","0","0","0","0","0","2","0","2","4","0","0","0","-"
"821","David McIntyre","MIN","C","7","76.4","1","1","0","1","2","100.00","6","16.67","0.38","13","9","4","1","0","1","2","1","1","0","0","0","1","1","8","5","3","2","5","28.57"
"877","Brad Mills","N.J","C","31","226.88333333333","1","1","0","1","2","66.67","24","4.17","1.94","38","32","19","7","3","0","37","10","6","3","1","9","0","4","43","30","5","84","59","58.74"
"878","Lee Sweatt","VAN","D","3","40.166666666667","1","1","1","0","2","50.00","4","25.00","0.23","8","6","5","1","1","0","2","1","1","0","0","0","0","0","4","7","6","0","0","-"
"884","Rob Klinkhammer","CHI, OTT","L","16","183.25","0","2","1","1","2","40.00","27","0.00","2.12","49","41","26","10","3","5","2","1","1","0","0","3","3","7","50","14","4","2","1","66.67"
"906","Cody Almond","MIN","C","25","212.6","2","0","0","0","2","66.67","16","12.50","0.98","26","19","12","6","0","0","26","9","7","2","0","2","3","4","33","21","16","56","64","46.67"
"908","Alex Plante","EDM","D","10","131.48333333333","0","2","1","1","2","40.00","9","0.00","0.23","15","12","3","0","2","1","15","6","5","1","0","5","4","1","16","7","6","0","0","-"
"921","Brad Malone","COL","C","9","90.383333333333","0","2","2","0","2","100.00","6","0.00","0.59","12","10","3","2","0","0","0","0","0","0","0","3","1","7","13","6","1","1","7","12.50"
"957","Jon Kalinski","PHI","L","10","69.566666666667","0","2","2","0","2","100.00","9","0.00","0.51","16","11","10","2","0","0","0","0","0","0","0","0","1","2","11","10","3","11","19","36.67"
"963","Pierre-Cedric Labrie","T.B","L","14","82.6","0","2","0","2","2","100.00","5","0.00","0.6","17","12","10","3","0","1","15","3","0","3","0","5","2","4","36","6","5","3","2","60.00"
"1014","Patrick Wiercioch","OTT","D","8","111.21666666667","0","2","0","2","2","22.22","3","0.00","0.25","15","10","2","0","0","2","4","2","2","0","0","1","2","0","4","15","2","0","0","-"
"1022","Patrice Cormier","ATL, WPG","C","30","259.81666666667","1","1","1","0","2","40.00","35","2.86","2.97","51","46","30","16","2","3","4","2","2","0","0","8","2","6","43","34","15","61","36","62.89"
"1061","Jordie Benn","DAL","D","3","41.866666666667","0","2","0","2","2","200.00","1","0.00","0.03","3","2","0","0","0","0","0","0","0","0","0","0","0","0","3","1","2","0","0","-"
"1075","Tim Erixon","NYR","D","18","233.95","0","2","1","1","2","25.00","9","0.00","0.73","18","14","6","3","1","1","8","4","4","0","0","2","3","1","15","34","15","0","0","-"
"1112","Brandon Pirri","CHI","R","6","76.516666666667","0","2","0","2","2","50.00","6","0.00","0.39","13","8","9","1","0","0","0","0","0","0","0","2","2","5","5","6","3","28","32","46.67"
"1122","Alexander Urbom","N.J","D","13","168.61666666667","2","0","0","0","2","33.33","8","25.00","0.48","21","17","6","2","0","0","9","3","2","1","0","3","9","1","10","10","8","0","0","-"
"1150","Jason Zucker","MIN","L","6","66.15","0","2","2","0","2","100.00","10","0.00","0.62","16","12","8","2","1","3","2","1","1","0","0","2","2","2","5","2","2","0","0","-"
"16","Brad May","DET","L","40","278.98333333333","0","1","1","0","1","20.00","26","0.00","2.18","43","34","23","15","2","1","66","18","8","10","0","16","7","3","58","33","4","0","1","0.00"
"42","Donald Brashear","NYR","L","36","225.08333333333","0","1","0","1","1","50.00","18","0.00","1.26","30","23","19","6","1","1","73","19","9","9","1","12","6","6","43","25","9","0","0","-"
"131","Trent Whitfield","BOS","C","17","190.66666666667","0","1","1","0","1","25.00","16","0.00","1.19","25","18","16","5","2","1","7","2","1","1","0","2","0","3","16","20","8","103","75","57.87"
"134","Brian Willsie","COL, WSH","R","5","50.6","0","1","0","1","1","50.00","2","0.00","0.11","5","3","1","0","1","0","0","0","0","0","0","1","0","1","2","3","3","10","8","55.56"
"235","Nolan Yonkman","FLA, PHX","D","17","200.33333333333","0","1","1","0","1","11.11","8","0.00","0.18","15","9","1","0","0","0","39","14","12","1","1","6","2","2","41","24","11","0","0","-"
"239","Andrew Hutchinson","PIT","D","5","76.5","0","1","0","1","1","100.00","2","0.00","0.14","10","6","4","0","0","0","6","2","2","0","0","0","1","0","0","5","8","0","0","-"
"242","Michael Zigomanis","TOR","C","8","55.8","0","1","0","1","1","100.00","7","0.00","0.4","10","8","4","2","0","0","4","2","2","0","0","0","1","4","6","2","3","21","19","52.50"
"278","Krys Kolanos","CGY","C","13","128.1","0","1","0","1","1","33.33","29","0.00","2.6","45","37","21","15","2","5","2","1","1","0","0","1","6","5","13","22","0","17","13","56.67"
"304","Brian Fahey","WSH","D","7","82.733333333333","0","1","1","0","1","33.33","4","0.00","0.15","7","4","2","0","0","0","2","1","1","0","0","0","1","0","9","19","6","0","0","-"
"320","Jason Jaffray","CGY, WPG","L","16","104.51666666667","0","1","0","1","1","100.00","14","0.00","1.06","17","15","11","5","0","2","7","2","1","1","0","3","1","3","20","10","2","13","16","44.83"
"366","Joel Perrault","PHX, VAN","C","9","70.166666666667","1","0","0","0","1","25.00","10","10.00","0.79","15","12","10","2","1","3","0","0","0","0","0","2","2","1","15","7","2","23","33","41.07"
"396","Mark Cullen","FLA","C","6","47.983333333333","0","1","0","1","1","50.00","1","0.00","0.33","5","4","5","2","0","0","2","1","1","0","0","2","1","2","2","10","1","15","12","55.56"
"418","Dwight Helminen","S.J","C","4","43.933333333333","1","0","0","0","1","100.00","1","100.00","0.12","6","2","3","0","0","0","0","0","0","0","0","1","0","0","9","8","1","2","7","22.22"
"440","Yan Stastny","STL","C","4","37.983333333333","1","0","0","0","1","100.00","7","14.29","0.41","8","8","4","0","0","0","0","0","0","0","0","0","0","0","9","2","2","9","6","60.00"
"455","Andre Deveaux","NYR, TOR","C","10","54.533333333333","0","1","0","1","1","25.00","3","0.00","0.32","5","5","5","1","2","0","29","6","2","3","1","4","0","0","17","7","0","2","0","100.00"
"461","Patrick Rissmiller","ATL, FLA","L","10","103.65","0","1","1","0","1","50.00","14","0.00","1.25","24","21","11","5","1","1","0","0","0","0","0","1","0","2","17","11","2","2","2","50.00"
"467","Andre Benoit","OTT","D","8","134.68333333333","0","1","1","0","1","20.00","17","0.00","0.55","27","21","5","1","0","2","6","3","3","0","0","1","3","3","5","8","12","0","0","-"
"468","Chris Minard","EDM","L","5","48.7","0","1","1","0","1","100.00","4","0.00","0.7","8","8","5","2","0","1","0","0","0","0","0","0","2","0","3","4","1","0","0","-"
"470","Tom Preissing","COL","D","4","52.316666666667","0","1","1","0","1","100.00","6","0.00","0.16","11","9","0","0","0","1","0","0","0","0","0","0","1","1","3","3","3","0","0","-"
"511","Colin McDonald","EDM, PIT","R","7","55.733333333333","1","0","0","0","1","50.00","9","11.11","0.42","15","14","4","3","0","0","0","0","0","0","0","0","2","1","9","11","1","0","0","-"
"518","David Liffiton","COL","D","4","29.833333333333","1","0","0","0","1","33.33","2","50.00","0.11","5","4","0","0","0","1","17","3","1","1","1","2","0","1","3","3","3","0","0","-"
"532","Corey Locke","NYR, OTT","C","8","64.766666666667","0","1","1","0","1","50.00","8","0.00","0.77","14","11","8","4","0","1","0","0","0","0","0","1","1","1","1","0","1","8","31","20.51"
"608","Dane Byers","CBJ, NYR","L","13","96.466666666667","1","0","0","0","1","50.00","11","9.09","0.81","12","12","6","5","0","1","60","12","5","4","3","8","0","2","8","25","4","0","0","-"
"656","Chad Kolarik","CBJ, NYR","C","6","49.483333333333","0","1","1","0","1","50.00","6","0.00","0.77","10","9","6","5","0","1","2","1","1","0","0","0","0","2","5","6","4","0","0","-"
"657","Mike Vernace","T.B","D","10","87","0","1","0","1","1","25.00","6","0.00","0.32","11","9","3","1","0","1","2","1","1","0","0","0","1","4","8","3","3","0","0","-"
"661","Tyler Eckford","N.J","D","7","57","0","1","0","1","1","100.00","2","0.00","0.05","5","3","1","0","0","0","4","2","2","0","0","0","1","0","4","3","5","0","0","-"
"701","Matt Lashoff","T.B, TOR","D","16","196.6","0","1","0","1","1","14.29","10","0.00","0.67","24","17","7","0","1","2","27","8","6","1","1","3","6","6","13","16","17","0","0","-"
"737","Cody Bass","CBJ, OTT","C","15","134.36666666667","0","1","1","0","1","33.33","13","0.00","0.45","15","13","5","3","0","1","32","7","1","6","0","10","4","4","25","17","8","5","3","62.50"
"740","Patrick Davis","N.J","R","8","100.86666666667","1","0","0","0","1","100.00","8","12.50","0.57","13","9","5","1","0","1","0","0","0","0","0","1","2","1","21","19","2","4","2","66.67"
"759","Andrey Zubarev","ATL","D","4","80.3","0","1","1","0","1","50.00","2","0.00","0.07","4","2","1","0","0","0","4","2","2","0","0","1","0","2","15","5","8","0","0","-"
"764","Mario Bliznak","VAN","C","6","43.483333333333","1","0","0","0","1","50.00","2","50.00","0.19","4","3","3","2","0","0","0","0","0","0","0","0","0","2","2","4","2","16","19","45.71"
"771","Mike Angelidis","T.B","L","6","38.983333333333","1","0","0","0","1","100.00","8","12.50","0.64","11","8","4","3","0","1","5","1","0","1","0","2","1","3","6","5","2","4","3","57.14"
"791","Stephen Gionta","N.J","R","13","118.68333333333","1","0","0","0","1","100.00","15","6.67","1.64","29","24","17","8","1","0","6","3","3","0","0","4","2","5","17","15","6","5","3","62.50"
"792","Ryan Hamilton","TOR","L","2","26.266666666667","0","1","0","1","1","100.00","1","0.00","0.02","1","1","0","0","0","0","2","1","1","0","0","0","0","2","5","2","0","0","0","-"
"812","Sergei Shirokov","VAN","L","8","97.533333333333","1","0","0","0","1","33.33","10","10.00","0.82","20","13","12","5","0","0","2","1","1","0","0","5","0","3","2","14","1","1","1","50.00"
"830","Carl Sneep","PIT","D","1","16.316666666667","0","1","1","0","1","50.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","1","0","0","-"
"841","Brian Strait","PIT","D","12","156.6","0","1","0","1","1","25.00","4","0.00","0.35","15","13","3","0","0","1","4","2","2","0","0","3","6","1","14","14","14","0","0","-"
"873","Sean Collins","WSH","D","6","80.833333333333","1","0","0","0","1","25.00","7","14.29","0.25","12","9","2","0","0","0","0","0","0","0","0","1","1","0","2","9","5","0","0","-"
"898","Cade Fairchild","STL","D","5","48.266666666667","0","1","0","1","1","100.00","1","0.00","0.09","5","4","1","0","0","0","0","0","0","0","0","0","0","0","1","2","4","0","0","-"
"915","Riley Nash","CAR","C","5","52.866666666667","0","1","1","0","1","33.33","2","0.00","0.33","6","6","3","2","0","0","2","1","1","0","0","0","0","7","1","8","1","11","24","31.43"
"916","Mark Katic","NYI","D","11","180.7","0","1","0","1","1","25.00","8","0.00","0.22","14","10","4","0","0","0","4","1","1","0","0","0","4","13","8","6","21","0","0","-"
"930","TJ Brennan","BUF","D","11","155.33333333333","1","0","0","0","1","20.00","14","7.14","0.98","36","25","9","1","0","1","6","3","3","0","0","4","2","1","20","13","6","0","0","-"
"951","Jake Muzzin","L.A","D","11","150.85","0","1","1","0","1","50.00","8","0.00","0.28","20","10","3","0","0","2","0","0","0","0","0","1","7","2","22","22","2","0","0","-"
"979","Mike Moore","S.J","D","6","60.666666666667","1","0","0","0","1","25.00","5","20.00","0.17","8","5","2","1","1","1","7","2","1","1","0","1","3","0","4","3","2","0","0","-"
"995","Colten Teubert","EDM","D","24","303.4","0","1","1","0","1","12.50","13","0.00","0.53","33","18","8","2","1","4","25","11","10","1","0","4","9","1","68","18","28","0","0","-"
"1005","Greg Nemisz","CGY","R","15","99.95","0","1","1","0","1","25.00","7","0.00","0.68","16","13","10","3","2","3","0","0","0","0","0","3","3","1","4","12","3","20","31","39.22"
"1019","Cameron Gaunce","COL","D","11","140.05","1","0","0","0","1","50.00","4","25.00","0.34","12","7","5","2","0","0","16","5","3","2","0","5","5","1","10","5","7","0","0","-"
"1043","Philippe Cornet","EDM","L","2","21.15","0","1","0","1","1","100.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","2","3","0","0","0","-"
"1054","Justin DiBenedetto","NYI","C","8","72.516666666667","0","1","0","1","1","50.00","6","0.00","0.22","10","7","3","1","0","0","2","1","1","0","0","5","1","0","13","11","3","0","0","-"
"1067","Corey Elkins","L.A","C","3","35.716666666667","1","0","0","0","1","100.00","5","20.00","0.28","6","5","2","2","0","1","0","0","0","0","0","0","0","1","2","4","3","6","12","33.33"
"1070","Travis Turnbull","BUF","C","3","14.766666666667","1","0","0","0","1","100.00","3","33.33","0.23","3","3","1","1","0","0","5","1","0","1","0","2","0","0","7","2","2","5","5","50.00"
"1079","Dylan Olsen","CHI","D","28","364.76666666667","0","1","0","1","1","10.00","16","0.00","0.62","36","23","4","0","0","1","6","3","3","0","0","3","17","6","43","47","23","0","0","-"
"1101","Peter Holland","ANA","C","4","30.816666666667","1","0","0","0","1","50.00","1","100.00","0.2","3","3","2","2","0","0","2","1","1","0","0","1","0","0","4","1","1","7","11","38.89"
"1109","Tomas Tatar","DET","L","9","86.416666666667","1","0","0","0","1","33.33","6","16.67","0.94","17","11","11","5","0","1","0","0","0","0","0","1","2","2","7","4","0","0","0","-"
"1129","Scott Timmins","FLA","C","19","205.53333333333","1","0","0","0","1","100.00","13","7.69","1.55","31","22","17","8","1","6","8","4","4","0","0","1","4","7","18","14","11","61","69","46.92"
"1147","Jarod Palmer","MIN","C","6","80.033333333333","1","0","0","0","1","50.00","14","7.14","0.83","19","16","10","1","1","1","4","2","2","0","0","0","0","4","3","11","1","1","1","50.00"
"1173","Carter Camper","BOS","C","3","20.1","1","0","0","0","1","100.00","1","100.00","0.18","1","1","1","1","0","0","0","0","0","0","0","0","1","0","1","1","2","6","8","42.86"
"1174","Chay Genoway","MIN","D","1","18.266666666667","0","1","0","1","1","100.00","1","0.00","0.02","1","1","0","0","0","0","0","0","0","0","0","1","1","2","0","0","1","0","0","-"
"1182","Mika Zibanejad","OTT","C","9","116.1","0","1","0","1","1","50.00","12","0.00","1.43","25","19","15","5","2","1","2","1","1","0","0","1","1","4","15","10","5","22","28","44.00"
"1183","Mark Scheifele","WPG","C","7","76.616666666667","1","0","0","0","1","50.00","5","20.00","0.57","12","8","5","3","0","0","0","0","0","0","0","2","2","0","3","8","1","18","33","35.29"
"1186","Torey Krug","BOS","D","2","34.25","0","1","0","1","1","50.00","3","0.00","0.15","7","6","1","0","0","0","0","0","0","0","0","0","0","0","0","3","4","0","0","-"
"1187","J.T. Brown","T.B","R","5","69.283333333333","0","1","0","1","1","33.33","13","0.00","0.86","24","14","13","8","2","1","0","0","0","0","0","2","2","1","2","5","3","0","0","-"
"3","Chris Chelios","ATL","D","7","78.216666666667","0","0","0","0","0","-","5","0.00","0.12","12","8","0","0","0","1","0","0","0","0","0","1","5","2","8","1","7","0","0","-"
"23","Peter Forsberg","COL","C","2","35.166666666667","0","0","0","0","0","-","3","0.00","0.25","7","5","3","0","0","0","4","2","2","0","0","0","0","1","3","4","0","0","0","-"
"39","Derek Armstrong","STL","C","6","41.916666666667","0","0","0","0","0","-","6","0.00","0.89","9","8","5","3","0","0","2","1","1","0","0","1","1","0","4","4","0","7","8","46.67"
"128","Boyd Kane","WSH","L","3","24.633333333333","0","0","0","0","0","-","2","0.00","0.25","3","3","3","2","0","0","2","1","1","0","0","1","0","0","3","4","0","0","0","-"
"160","Francis Lessard","OTT","R","24","92.55","0","0","0","0","0","0.00","6","0.00","0.54","12","10","6","3","0","1","78","14","4","6","4","7","2","1","36","13","2","1","0","100.00"
"168","Ben Guite","NSH","R","6","50.95","0","0","0","0","0","-","5","0.00","0.59","9","8","6","3","0","1","4","2","2","0","0","2","1","1","14","6","4","15","19","44.12"
"183","Mark Bell","ANA","C","5","32.183333333333","0","0","0","0","0","-","0","-","0","3","0","1","0","0","0","5","1","0","1","0","1","0","0","7","2","0","12","10","54.55"
"191","Andrew Peters","N.J","L","29","150.73333333333","0","0","0","0","0","0.00","15","0.00","0.8","22","18","9","4","0","0","93","21","9","9","3","13","5","0","29","11","3","2","2","50.00"
"204","Rob Davison","N.J","D","1","3.9833333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"223","Dean Arsene","EDM","D","13","168.31666666667","0","0","0","0","0","0.00","4","0.00","0.03","11","4","0","0","0","2","41","12","8","3","1","6","6","0","18","14","13","0","0","-"
"234","Jonas Andersson","VAN","R","4","24.216666666667","0","0","0","0","0","0.00","1","0.00","0.09","2","1","1","1","0","0","0","0","0","0","0","0","0","0","3","7","1","0","0","-"
